Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,3.53515085052307E-05,-0.000344112995119898,0.0504743485121994,0,0,0,0.651913537431184,0.000695985861740614,2.06881020271026E-06,2.11905962706535E-06,0.000681094463816854,-6.8398972367929E-06,0.000727115124180861,0,0,0,0,0,0,package://RXL-6FB-V/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://RXL-6FB-V/meshes/base_link.STL,,03-60-1;ZPF01001 V1.0.0 连杆1-1,Base Link,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Link1,-0.000290039965074493,-0.017324479063518,-0.0195297930889112,0,0,0,0.851539025255045,0.00161691934372323,-8.95170264050262E-06,3.54023443014755E-06,0.00155955305368666,0.000290448081740522,0.000931373436376791,0,0,0,0,0,0,package://RXL-6FB-V/meshes/Link1.STL,0.925490196078431,0.925490196078431,0.905882352941176,1,0,0,0,0,0,0,package://RXL-6FB-V/meshes/Link1.STL,,RML-1-02 连杆2 V3.0.7-4;03-60-2,Link1,Axis1,J1,revolute,0,0,0.191500058118611,0,0,0,base_link,0,0,-1,60,3.14,-3.105,3.105,,,,,,,,
Link2,-0.000198065601723252,-0.121926317726403,0.0072587186335575,0,0,0,0.870077465148622,0.00342065901382288,5.08107324203785E-06,4.6897776824868E-07,0.000757976929562103,-0.000468041558256912,0.00341269847558394,0,0,0,0,0,0,package://RXL-6FB-V/meshes/Link2.STL,0.925490196078431,0.925490196078431,0.905882352941176,1,0,0,0,0,0,0,package://RXL-6FB-V/meshes/Link2.STL,,RML-1-11 连杆3 V1.0.0 2025.06.19-3;RML-1-10  V3.0.2 装饰盖（大）-1;02-30-1,Link2,Axis2,J2,revolute,0,0,0,1.57079632679489,-1.5707963267949,0,Link1,0,0,1,60,3.14,-0.697,3.837,,,,,,,,
Link3,-0.000185688342147207,0.0189545043853434,-0.0222212911462448,0,0,0,0.593225766113055,0.000987322499389567,5.33226956673084E-06,2.46957622944146E-06,0.000924038544676145,-0.000182195069939146,0.000522426034777855,0,0,0,0,0,0,package://RXL-6FB-V/meshes/Link3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://RXL-6FB-V/meshes/Link3.STL,,02-30-2;RML-1-04 连杆4 V3.1.8-5,Link3,Axis3,J3,revolute,0,-0.322,0,1.5707963267949,-1.5707963267949,0,Link2,0,0,-1,30,3.925,-3.105,3.105,,,,,,,,
Link4,-1.56713806214975E-06,0.070361505538576,0.00824535562548243,0,0,0,0.395483565870343,0.000610265900032592,-1.23566834166975E-09,8.8946527472201E-09,0.000225904948310313,0.000115003375900826,0.000613899218313925,0,0,0,0,0,0,package://RXL-6FB-V/meshes/Link4.STL,1,1,1,1,0,0,0,0,0,0,package://RXL-6FB-V/meshes/Link4.STL,,RML-1-09  V3.0.5 装饰盖（中）-1;RML-1-05 连杆5 V3.0.9-3;01-10-1,Link4,Axis4,J4,revolute,0,0,0,1.5707963267949,0,0,Link3,0,0,-1,30,3.925,-2.355,2.355,,,,,,,,
Link5,-1.06801658796215E-06,-0.0178419575517058,-0.076517474887456,0,0,0,0.845200261498234,0.00155701312924725,2.10574893252017E-08,-3.0288997460395E-08,0.00141119231348779,0.000269335537553634,0.00070954635319368,0,0,0,0,0,0,package://RXL-6FB-V/meshes/Link5.STL,1,1,1,1,0,0,0,0,0,0,package://RXL-6FB-V/meshes/Link5.STL,,RXB01007 V0.0.1 装饰盖6-1;MR115ZZ-6;MR115ZZ-5;ZPF01018 V0.0.1 传动杆-2;ZPF01018 V0.0.1 传动杆-1;ZPF01019 V0.0.1 固定板-1;RXB01006 V0.0.1 转接件-1;01-10-2;ZPF01016 V0.0.1 大转盘-1;MR115ZZ-4;MR115ZZ-2;XRBT305-1;RXB01001 V0.0.1 连杆6-4,Link5,Axis5,J5,revolute,0,0.2755,0,-1.5707963267949,0,0,Link4,0,0,-1,10,3.925,-3.105,3.105,,,,,,,,
Link6,0.012330807376007,0.00135452616166095,0.00645399584433975,0,0,0,0.280942850777542,0.000122186285621494,-2.28189014024603E-06,8.22069567209981E-06,0.000141918728413125,3.15709541385663E-06,0.000122117670908298,0,0,0,0,0,0,package://RXL-6FB-V/meshes/Link6.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://RXL-6FB-V/meshes/Link6.STL,,01-10-3;ZPF01017 V0.0.1 小转盘-1;RXB01008 V0.0.1 装饰盖L7-1-1;RXB01002 V0.0.1 连杆L7-1-1,Link6,Axis6,J6,revolute,0,0,0,1.57079632679489,-1.5707963267949,0,Link5,0,0,-1,10,3.925,-1.046,1.046,,,,,,,,
Link7,0.021978,-0.044563,0.0088555,0,0,0,0.23898,0.00016177,2.0217E-06,-3.4508E-07,0.00014303,-4.0084E-05,0.00013696,0,0,0,0,0,0,package://RXL-6FB-V/meshes/Link7.STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://RXL-6FB-V/meshes/Link7.STL,,RXB01003 V0.0.1 连杆L7-2-1;RXB01010 V0.0.1 装饰盖7-2-1;D405C摄像头-4,Link7,Axis7,J7,revolute,0.0155,0,0,1.5708,-1.5708,0,Link6,0,0,-1,10,3.925,-1.988,0.697,,,,,,,,
Link8,-0.00022351,8.8364E-05,-0.017157,0,0,0,0.16582,4.8849E-05,-9.4591E-08,3.0619E-07,4.9461E-05,8.0268E-09,7.6902E-05,0,0,0,0,0,0,package://RXL-6FB-V/meshes/Link8.STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://RXL-6FB-V/meshes/Link8.STL,,六维力-1,Link8,Axis8,J8,revolute,0,-0.119000004117148,0,1.57079632679489,0,0,Link7,0,0,-1,0,0,0,0,,,,,,,,
